village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL020608,0.647,0.654,0.007,0.007
VIL020609,0.3932,0.4709,0.0777,0.0777
VIL020610,0.6949,0.7978,0.1028,0.1028
VIL020611,0.6468,0.599,-0.0478,0.0478
VIL020612,0.3515,0.4181,0.0666,0.0666
VIL020613,0.7311,0.9,0.1689,0.1689
VIL020614,0.5311,0.5418,0.0107,0.0107
VIL020615,0.5919,0.6125,0.0206,0.0206
VIL020616,0.6582,0.6948,0.0365,0.0365
VIL020617,0.296,0.4285,0.1325,0.1325
VIL020618,0.6809,0.7624,0.0815,0.0815
VIL020619,0.399,0.3718,-0.0272,0.0272
VIL020620,0.2481,0.2594,0.0113,0.0113
VIL020621,0.4359,0.501,0.0652,0.0652
VIL020622,0.612,0.6979,0.0859,0.0859
VIL020623,0.7425,0.841,0.0985,0.0985
VIL020624,0.3021,0.2621,-0.04,0.04
VIL020625,0.7007,0.7748,0.0741,0.0741
VIL020626,0.6687,0.708,0.0394,0.0394
VIL020627,0.5731,0.7231,0.15,0.15
VIL020628,0.4354,0.2919,-0.1436,0.1436
VIL020629,0.6372,0.6469,0.0097,0.0097
VIL020630,0.2099,0.1292,-0.0807,0.0807
VIL020631,0.3523,0.5217,0.1694,0.1694
VIL020632,0.6956,0.7077,0.012,0.012
VIL020633,0.5172,0.5512,0.034,0.034
VIL020634,0.4324,0.5141,0.0817,0.0817
VIL020635,0.6912,0.7138,0.0226,0.0226
VIL020636,0.2775,0.2994,0.0219,0.0219
VIL020637,0.5742,0.5047,-0.0695,0.0695
VIL020638,0.5593,0.7107,0.1513,0.1513
VIL020639,0.6525,0.6701,0.0177,0.0177
VIL020640,0.3546,0.4935,0.1389,0.1389
VIL020641,0.403,0.3214,-0.0816,0.0816
VIL020642,0.5095,0.5765,0.067,0.067
VIL020643,0.5521,0.454,-0.0981,0.0981
VIL020644,0.6781,0.7581,0.08,0.08
VIL020645,0.485,0.4341,-0.0509,0.0509
VIL020646,0.4633,0.4229,-0.0404,0.0404
VIL020647,0.6407,0.6334,-0.0073,0.0073
VIL020648,0.2406,0.3309,0.0903,0.0903
VIL020649,0.5881,0.5313,-0.0569,0.0569
VIL020650,0.5619,0.5939,0.032,0.032
VIL020651,0.6383,0.6511,0.0128,0.0128
VIL020652,0.2737,0.3249,0.0511,0.0511
VIL020653,0.4143,0.5624,0.1481,0.1481
VIL020654,0.4572,0.5559,0.0987,0.0987
VIL020655,0.27,0.2138,-0.0562,0.0562
VIL020656,0.2783,0.326,0.0477,0.0477
VIL020657,0.7329,0.7491,0.0162,0.0162
VIL020658,0.5954,0.4761,-0.1194,0.1194
VIL020659,0.5715,0.5319,-0.0396,0.0396
VIL020660,0.3096,0.2522,-0.0573,0.0573
VIL020661,0.6688,0.6451,-0.0237,0.0237
VIL020662,0.318,0.4221,0.1041,0.1041
VIL020663,0.4946,0.4479,-0.0467,0.0467
VIL020664,0.221,0.1388,-0.0822,0.0822
VIL020665,0.7419,0.784,0.0421,0.0421
VIL020666,0.3578,0.3216,-0.0362,0.0362
VIL020667,0.3684,0.2957,-0.0727,0.0727
VIL020668,0.726,0.7558,0.0298,0.0298
VIL020669,0.462,0.5358,0.0738,0.0738
VIL020670,0.3278,0.4031,0.0754,0.0754
VIL020671,0.3383,0.3258,-0.0125,0.0125
VIL020672,0.2678,0.2253,-0.0425,0.0425
VIL020673,0.5404,0.5639,0.0234,0.0234
VIL020674,0.5726,0.6568,0.0842,0.0842
VIL020675,0.3143,0.3821,0.0678,0.0678
VIL020676,0.3481,0.3462,-0.0019,0.0019
VIL020677,0.5896,0.4504,-0.1392,0.1392
VIL020678,0.547,0.516,-0.031,0.031
VIL020679,0.5114,0.5706,0.0592,0.0592
VIL020680,0.5487,0.6467,0.0981,0.0981
VIL020681,0.4537,0.538,0.0843,0.0843
VIL020682,0.2872,0.2167,-0.0705,0.0705
VIL020683,0.286,0.3161,0.03,0.03
VIL020684,0.6024,0.6387,0.0364,0.0364
VIL020685,0.579,0.6211,0.042,0.042
VIL020686,0.5916,0.6392,0.0476,0.0476
VIL020687,0.2325,0.2891,0.0566,0.0566
VIL020688,0.499,0.6475,0.1486,0.1486
VIL020689,0.3008,0.2915,-0.0093,0.0093
VIL020690,0.5776,0.563,-0.0146,0.0146
VIL020691,0.2419,0.3374,0.0955,0.0955
VIL020692,0.4373,0.4835,0.0461,0.0461
VIL020693,0.5435,0.578,0.0345,0.0345
VIL020694,0.4447,0.5573,0.1126,0.1126
VIL020695,0.7273,0.7647,0.0374,0.0374
VIL020696,0.5799,0.6193,0.0394,0.0394
VIL020697,0.3034,0.35,0.0467,0.0467
VIL020698,0.483,0.4941,0.011,0.011
VIL020699,0.2586,0.2268,-0.0318,0.0318
VIL020700,0.6441,0.671,0.0269,0.0269
VIL020701,0.6256,0.4865,-0.1391,0.1391
VIL020702,0.5673,0.5795,0.0122,0.0122
VIL020703,0.3265,0.3551,0.0286,0.0286
VIL020704,0.2366,0.3059,0.0693,0.0693
VIL020705,0.6285,0.6781,0.0496,0.0496
VIL020706,0.5043,0.6904,0.1861,0.1861
VIL020707,0.6832,0.7445,0.0612,0.0612
VIL020708,0.5949,0.7514,0.1565,0.1565
VIL020709,0.5972,0.6666,0.0694,0.0694
VIL020710,0.4227,0.5156,0.0929,0.0929
VIL020711,0.6591,0.6171,-0.0419,0.0419
VIL020712,0.3201,0.3423,0.0222,0.0222
VIL020713,0.3759,0.343,-0.0329,0.0329
VIL020714,0.7343,0.7527,0.0184,0.0184
VIL020715,0.5993,0.7529,0.1536,0.1536
VIL020716,0.2551,0.2182,-0.0369,0.0369
VIL020717,0.3874,0.3195,-0.0679,0.0679
VIL020718,0.3922,0.4122,0.02,0.02
VIL020719,0.2816,0.2465,-0.0351,0.0351
VIL020720,0.6785,0.6201,-0.0584,0.0584
VIL020721,0.6449,0.7165,0.0716,0.0716
VIL020722,0.7231,0.6842,-0.0389,0.0389
VIL020723,0.7317,0.7224,-0.0092,0.0092
VIL020724,0.6161,0.6246,0.0085,0.0085
VIL020725,0.2164,0.3072,0.0908,0.0908
VIL020726,0.6216,0.6659,0.0443,0.0443
VIL020727,0.6176,0.757,0.1394,0.1394
VIL020728,0.4473,0.5603,0.113,0.113
VIL020729,0.2231,0.1736,-0.0495,0.0495
VIL020730,0.4591,0.3117,-0.1474,0.1474
VIL020731,0.2898,0.224,-0.0658,0.0658
VIL020732,0.7339,0.7137,-0.0202,0.0202
VIL020733,0.5254,0.5398,0.0144,0.0144
VIL020734,0.5702,0.5974,0.0272,0.0272
VIL020735,0.6418,0.6869,0.0452,0.0452
VIL020736,0.3222,0.3696,0.0474,0.0474
VIL020737,0.5784,0.5934,0.0149,0.0149
VIL020738,0.5085,0.4986,-0.01,0.01
VIL020739,0.4346,0.4239,-0.0106,0.0106
VIL020740,0.4538,0.6008,0.147,0.147
VIL020741,0.2908,0.4139,0.123,0.123
VIL020742,0.7263,0.626,-0.1003,0.1003
VIL020743,0.2231,0.2303,0.0072,0.0072
VIL020744,0.2551,0.293,0.038,0.038
VIL020745,0.3299,0.2819,-0.048,0.048
VIL020746,0.6554,0.612,-0.0434,0.0434
VIL020747,0.74,0.5453,-0.1947,0.1947
VIL020748,0.3289,0.4137,0.0849,0.0849
VIL020749,0.7444,0.7118,-0.0327,0.0327
VIL020750,0.7388,0.7134,-0.0254,0.0254
VIL020751,0.7242,0.6906,-0.0336,0.0336
VIL020752,0.3937,0.2932,-0.1005,0.1005
VIL020753,0.4956,0.4253,-0.0703,0.0703
VIL020754,0.3344,0.3659,0.0314,0.0314
VIL020755,0.2538,0.1221,-0.1318,0.1318
VIL020756,0.2887,0.258,-0.0307,0.0307
VIL020757,0.3185,0.3677,0.0491,0.0491
VIL020758,0.4867,0.5299,0.0432,0.0432
VIL020759,0.5826,0.6053,0.0228,0.0228
VIL020760,0.3186,0.4749,0.1563,0.1563
VIL020761,0.4893,0.5311,0.0419,0.0419
VIL020762,0.5262,0.5867,0.0605,0.0605
VIL020763,0.5151,0.3814,-0.1337,0.1337
VIL020764,0.2336,0.3166,0.083,0.083
VIL020765,0.426,0.3377,-0.0883,0.0883
VIL020766,0.5855,0.5653,-0.0202,0.0202
VIL020767,0.4032,0.3165,-0.0867,0.0867
VIL020768,0.4539,0.3225,-0.1313,0.1313
VIL020769,0.4021,0.4214,0.0193,0.0193
VIL020770,0.5246,0.5392,0.0146,0.0146
VIL020771,0.6817,0.6033,-0.0785,0.0785
VIL020772,0.6678,0.7573,0.0896,0.0896
VIL020773,0.539,0.4796,-0.0593,0.0593
VIL020774,0.2845,0.3664,0.0819,0.0819
VIL020775,0.2856,0.3056,0.02,0.02
VIL020776,0.3127,0.4176,0.1049,0.1049
VIL020777,0.5203,0.4421,-0.0782,0.0782
VIL020778,0.5011,0.5223,0.0212,0.0212
VIL020779,0.5983,0.6035,0.0053,0.0053
VIL020780,0.6118,0.7122,0.1004,0.1004
VIL020781,0.4614,0.5003,0.0389,0.0389
VIL020782,0.331,0.3163,-0.0147,0.0147
VIL020783,0.2393,0.4216,0.1822,0.1822
VIL020784,0.6083,0.6581,0.0498,0.0498
VIL020785,0.7488,0.7819,0.0331,0.0331
VIL020786,0.4002,0.4768,0.0765,0.0765
VIL020787,0.7172,0.826,0.1088,0.1088
VIL020788,0.5851,0.5485,-0.0366,0.0366
VIL020789,0.2149,0.291,0.0761,0.0761
VIL020790,0.6322,0.6939,0.0616,0.0616
VIL020791,0.4996,0.4912,-0.0084,0.0084
VIL020792,0.5212,0.6656,0.1444,0.1444
VIL020793,0.2758,0.3231,0.0473,0.0473
VIL020794,0.5282,0.4621,-0.0661,0.0661
VIL020795,0.3339,0.2835,-0.0504,0.0504
VIL020796,0.3259,0.2761,-0.0499,0.0499
VIL020797,0.5995,0.604,0.0045,0.0045
VIL020798,0.3777,0.2765,-0.1013,0.1013
VIL020799,0.4283,0.5255,0.0972,0.0972
VIL020800,0.6709,0.6673,-0.0035,0.0035
VIL020801,0.6632,0.6632,-0.0001,0.0001
VIL020802,0.6549,0.5777,-0.0772,0.0772
VIL020803,0.6005,0.6399,0.0394,0.0394
VIL020804,0.6909,0.7632,0.0723,0.0723
VIL020805,0.2858,0.2949,0.0091,0.0091
VIL020806,0.6961,0.6201,-0.076,0.076
VIL020807,0.5494,0.5745,0.0251,0.0251
VIL020808,0.5103,0.6298,0.1195,0.1195
VIL020809,0.4866,0.4141,-0.0725,0.0725
VIL020810,0.6762,0.6348,-0.0414,0.0414
VIL020811,0.7094,0.6988,-0.0106,0.0106
VIL020812,0.2253,0.2001,-0.0251,0.0251
VIL020813,0.6441,0.7515,0.1074,0.1074
VIL020814,0.6927,0.6181,-0.0746,0.0746
VIL020815,0.5728,0.5665,-0.0063,0.0063
VIL020816,0.637,0.7191,0.0821,0.0821
VIL020817,0.3056,0.2104,-0.0952,0.0952
VIL020818,0.5736,0.5527,-0.0209,0.0209
VIL020819,0.658,0.7984,0.1404,0.1404
VIL020820,0.2491,0.239,-0.0101,0.0101
VIL020821,0.6731,0.5832,-0.0899,0.0899
VIL020822,0.5177,0.467,-0.0506,0.0506
VIL020823,0.6505,0.5559,-0.0946,0.0946
VIL020824,0.4685,0.5266,0.0581,0.0581
VIL020825,0.4469,0.497,0.0501,0.0501
VIL020826,0.6984,0.7496,0.0512,0.0512
VIL020827,0.6469,0.702,0.0551,0.0551
VIL020828,0.2226,0.2376,0.015,0.015
VIL020829,0.3125,0.2664,-0.046,0.046
VIL020830,0.2243,0.3368,0.1125,0.1125
VIL020831,0.2475,0.299,0.0515,0.0515
VIL020832,0.4348,0.3607,-0.0741,0.0741
VIL020833,0.4999,0.5587,0.0588,0.0588
VIL020834,0.3044,0.4496,0.1452,0.1452
VIL020835,0.3576,0.3508,-0.0068,0.0068
VIL020836,0.2136,0.223,0.0094,0.0094
VIL020837,0.3981,0.3278,-0.0702,0.0702
VIL020838,0.6318,0.6133,-0.0185,0.0185
VIL020839,0.4341,0.5654,0.1313,0.1313
VIL020840,0.6072,0.6001,-0.0072,0.0072
VIL020841,0.4784,0.6105,0.1322,0.1322
VIL020842,0.3799,0.437,0.0572,0.0572
VIL020843,0.5166,0.5677,0.051,0.051
VIL020844,0.6409,0.5129,-0.128,0.128
VIL020845,0.3846,0.4859,0.1013,0.1013
VIL020846,0.5476,0.548,0.0004,0.0004
VIL020847,0.2388,0.0651,-0.1737,0.1737
VIL020848,0.3331,0.3,-0.0331,0.0331
VIL020849,0.3895,0.6144,0.2249,0.2249
VIL020850,0.5581,0.4623,-0.0958,0.0958
VIL020851,0.3554,0.3327,-0.0226,0.0226
VIL020852,0.478,0.426,-0.052,0.052
VIL020853,0.3519,0.2708,-0.0812,0.0812
VIL020854,0.5478,0.5552,0.0074,0.0074
VIL020855,0.5432,0.5299,-0.0132,0.0132
VIL020856,0.2808,0.2167,-0.064,0.064
VIL020857,0.2372,0.1636,-0.0736,0.0736
VIL020858,0.4334,0.4949,0.0616,0.0616
VIL020859,0.286,0.3066,0.0206,0.0206
VIL020860,0.5747,0.5336,-0.0411,0.0411
VIL020861,0.4095,0.4342,0.0248,0.0248
VIL020862,0.6867,0.6214,-0.0652,0.0652
VIL020863,0.6337,0.5814,-0.0522,0.0522
VIL020864,0.6254,0.5291,-0.0963,0.0963
VIL020865,0.3621,0.397,0.0349,0.0349
VIL020866,0.6594,0.7802,0.1208,0.1208
VIL020867,0.2637,0.1589,-0.1048,0.1048
VIL020868,0.725,0.8018,0.0768,0.0768
VIL020869,0.3786,0.4428,0.0642,0.0642
VIL020870,0.349,0.3148,-0.0342,0.0342
VIL020871,0.6943,0.8117,0.1174,0.1174
VIL020872,0.6282,0.6639,0.0357,0.0357
VIL020873,0.5056,0.4921,-0.0135,0.0135
VIL020874,0.5331,0.687,0.1539,0.1539
VIL020875,0.6574,0.7465,0.0891,0.0891
VIL020876,0.496,0.5324,0.0364,0.0364
VIL020877,0.4125,0.3723,-0.0402,0.0402
VIL020878,0.2203,0.1845,-0.0358,0.0358
VIL020879,0.5311,0.5872,0.0561,0.0561
VIL020880,0.3401,0.4483,0.1082,0.1082
VIL020881,0.4207,0.4585,0.0378,0.0378
VIL020882,0.2013,0.2706,0.0693,0.0693
VIL020883,0.4456,0.5146,0.0689,0.0689
VIL020884,0.5812,0.7188,0.1376,0.1376
VIL020885,0.7493,0.7919,0.0426,0.0426
VIL020886,0.7473,0.7891,0.0418,0.0418
VIL020887,0.7187,0.7661,0.0473,0.0473
VIL020888,0.544,0.6029,0.0589,0.0589
VIL020889,0.4983,0.4143,-0.084,0.084
VIL020890,0.2076,0.2947,0.0871,0.0871
VIL020891,0.5456,0.4389,-0.1066,0.1066
VIL020892,0.4261,0.5663,0.1402,0.1402
VIL020893,0.4226,0.3264,-0.0961,0.0961
VIL020894,0.2189,0.2568,0.0379,0.0379
VIL020895,0.522,0.5569,0.0349,0.0349
VIL020896,0.4933,0.7338,0.2405,0.2405
VIL020897,0.4113,0.4488,0.0375,0.0375
VIL020898,0.3713,0.2745,-0.0968,0.0968
VIL020899,0.3629,0.3569,-0.0061,0.0061
VIL020900,0.5125,0.5944,0.0819,0.0819
VIL020901,0.4332,0.2927,-0.1406,0.1406
VIL020902,0.7094,0.5966,-0.1128,0.1128
VIL020903,0.5953,0.5267,-0.0687,0.0687
VIL020904,0.7144,0.8433,0.1289,0.1289
VIL020905,0.6989,0.8601,0.1612,0.1612
VIL020906,0.6851,0.7085,0.0234,0.0234
VIL020907,0.4498,0.4367,-0.0131,0.0131
VIL020908,0.2402,0.184,-0.0562,0.0562
VIL020909,0.4111,0.4647,0.0536,0.0536
VIL020910,0.4003,0.4059,0.0055,0.0055
VIL020911,0.2187,0.3065,0.0878,0.0878
VIL020912,0.5666,0.6268,0.0601,0.0601
VIL020913,0.5792,0.7057,0.1265,0.1265
VIL020914,0.5082,0.5364,0.0282,0.0282
VIL020915,0.3295,0.3707,0.0412,0.0412
VIL020916,0.6881,0.707,0.0188,0.0188
VIL020917,0.4279,0.552,0.1241,0.1241
VIL020918,0.5709,0.7837,0.2128,0.2128
VIL020919,0.7272,0.8594,0.1322,0.1322
VIL020920,0.6592,0.687,0.0277,0.0277
VIL020921,0.3975,0.4214,0.0239,0.0239
VIL020922,0.5736,0.563,-0.0106,0.0106
VIL020923,0.7249,0.7676,0.0427,0.0427
VIL020924,0.6642,0.7052,0.041,0.041
VIL020925,0.4542,0.6044,0.1502,0.1502
VIL020926,0.4761,0.5172,0.0411,0.0411
VIL020927,0.2078,0.2597,0.052,0.052
VIL020928,0.637,0.7124,0.0753,0.0753
VIL020929,0.4667,0.5194,0.0526,0.0526
VIL020930,0.2239,0.1918,-0.0321,0.0321
VIL020931,0.5805,0.5334,-0.0471,0.0471
VIL020932,0.5724,0.5878,0.0154,0.0154
VIL020933,0.6012,0.7135,0.1123,0.1123
VIL020934,0.3691,0.339,-0.0301,0.0301
VIL020935,0.2739,0.2907,0.0167,0.0167
VIL020936,0.2416,0.2641,0.0225,0.0225
VIL020937,0.4493,0.493,0.0436,0.0436
VIL020938,0.718,0.7419,0.0239,0.0239
VIL020939,0.4259,0.5376,0.1117,0.1117
VIL020940,0.3118,0.4078,0.0961,0.0961
VIL020941,0.422,0.4562,0.0342,0.0342
VIL020942,0.6407,0.593,-0.0477,0.0477
VIL020943,0.6582,0.6892,0.0309,0.0309
VIL020944,0.4362,0.3804,-0.0559,0.0559
VIL020945,0.3781,0.3589,-0.0192,0.0192
VIL020946,0.2673,0.3781,0.1108,0.1108
VIL020947,0.6643,0.7032,0.0389,0.0389
VIL020948,0.6623,0.7942,0.1319,0.1319
VIL020949,0.6859,0.7959,0.1099,0.1099
VIL020950,0.3653,0.403,0.0377,0.0377
VIL020951,0.7041,0.8182,0.114,0.114
VIL020952,0.33,0.4214,0.0915,0.0915
VIL020953,0.6567,0.7619,0.1052,0.1052
VIL020954,0.2596,0.2125,-0.0471,0.0471
VIL020955,0.3126,0.3884,0.0758,0.0758
VIL020956,0.6142,0.6157,0.0015,0.0015
VIL020957,0.5447,0.5919,0.0472,0.0472
VIL020958,0.6112,0.7352,0.1239,0.1239
VIL020959,0.6221,0.624,0.0019,0.0019
VIL020960,0.6061,0.6955,0.0894,0.0894
VIL020961,0.3563,0.3773,0.021,0.021
VIL020962,0.5086,0.595,0.0865,0.0865
VIL020963,0.5204,0.572,0.0517,0.0517
VIL020964,0.5128,0.5429,0.0301,0.0301
VIL020965,0.3344,0.3137,-0.0206,0.0206
VIL020966,0.322,0.3428,0.0208,0.0208
VIL020967,0.378,0.5663,0.1883,0.1883
VIL020968,0.672,0.692,0.02,0.02
VIL020969,0.4174,0.4287,0.0113,0.0113
VIL020970,0.6279,0.5769,-0.051,0.051
VIL020971,0.3105,0.1691,-0.1414,0.1414
VIL020972,0.2182,0.1216,-0.0966,0.0966
VIL020973,0.2669,0.1657,-0.1012,0.1012
VIL020974,0.5746,0.4991,-0.0755,0.0755
VIL020975,0.4982,0.4785,-0.0197,0.0197
VIL020976,0.7299,0.7652,0.0353,0.0353
VIL020977,0.3422,0.3033,-0.0389,0.0389
VIL020978,0.4548,0.5265,0.0717,0.0717
VIL020979,0.3624,0.256,-0.1064,0.1064
VIL020980,0.7161,0.6456,-0.0706,0.0706
VIL020981,0.262,0.3695,0.1076,0.1076
VIL020982,0.4017,0.5539,0.1522,0.1522
VIL020983,0.6503,0.5199,-0.1304,0.1304
VIL020984,0.4023,0.4181,0.0159,0.0159
VIL020985,0.6082,0.6439,0.0357,0.0357
VIL020986,0.7401,0.7069,-0.0333,0.0333
VIL020987,0.331,0.3518,0.0208,0.0208
VIL020988,0.6419,0.6167,-0.0252,0.0252
VIL020989,0.4283,0.4593,0.031,0.031
VIL020990,0.7065,0.7201,0.0136,0.0136
VIL020991,0.5564,0.5007,-0.0557,0.0557
VIL020992,0.567,0.4786,-0.0884,0.0884
VIL020993,0.5119,0.5435,0.0316,0.0316
VIL020994,0.5101,0.4847,-0.0254,0.0254
VIL020995,0.5505,0.4853,-0.0653,0.0653
VIL020996,0.6471,0.7537,0.1066,0.1066
VIL020997,0.3129,0.2388,-0.0741,0.0741
VIL020998,0.2458,0.2364,-0.0095,0.0095
VIL020999,0.3754,0.3618,-0.0136,0.0136
VIL021000,0.535,0.7178,0.1829,0.1829
VIL021001,0.449,0.6056,0.1566,0.1566
VIL021002,0.2928,0.22,-0.0728,0.0728
VIL021003,0.3887,0.4127,0.024,0.024
VIL021004,0.5022,0.3744,-0.1278,0.1278
VIL021005,0.5601,0.5439,-0.0162,0.0162
VIL021006,0.5409,0.4233,-0.1176,0.1176
VIL021007,0.475,0.3838,-0.0912,0.0912
VIL021008,0.3922,0.2958,-0.0964,0.0964
VIL021009,0.5856,0.6739,0.0883,0.0883
VIL021010,0.4457,0.4766,0.0309,0.0309
VIL021011,0.4688,0.4633,-0.0055,0.0055
VIL021012,0.7113,0.8113,0.1001,0.1001
VIL021013,0.7294,0.7625,0.0332,0.0332
VIL021014,0.2122,0.3433,0.1311,0.1311
VIL021015,0.2398,0.3367,0.0969,0.0969
VIL021016,0.4476,0.436,-0.0117,0.0117
VIL021017,0.69,0.509,-0.1809,0.1809
VIL021018,0.5284,0.5309,0.0025,0.0025
VIL021019,0.246,0.3438,0.0979,0.0979
VIL021020,0.3802,0.3692,-0.011,0.011
VIL021021,0.3394,0.2151,-0.1243,0.1243
VIL021022,0.3509,0.378,0.027,0.027
VIL021023,0.5091,0.5353,0.0263,0.0263
VIL021024,0.249,0.23,-0.0191,0.0191
VIL021025,0.5457,0.7107,0.165,0.165
VIL021026,0.3731,0.4075,0.0345,0.0345
VIL021027,0.4558,0.477,0.0212,0.0212
VIL021028,0.3929,0.5222,0.1293,0.1293
VIL021029,0.5053,0.6378,0.1325,0.1325
VIL021030,0.4726,0.4642,-0.0084,0.0084
VIL021031,0.2883,0.3612,0.0729,0.0729
VIL021032,0.4147,0.4065,-0.0082,0.0082
VIL021033,0.6205,0.7493,0.1288,0.1288
VIL021034,0.4449,0.4557,0.0108,0.0108
VIL021035,0.562,0.4899,-0.072,0.072
VIL021036,0.5302,0.5141,-0.0161,0.0161
VIL021037,0.2327,0.2185,-0.0142,0.0142
VIL021038,0.3987,0.3923,-0.0064,0.0064
VIL021039,0.6002,0.7555,0.1553,0.1553
VIL021040,0.577,0.7274,0.1504,0.1504
VIL021041,0.3427,0.4474,0.1047,0.1047
VIL021042,0.3852,0.2912,-0.094,0.094
VIL021043,0.382,0.44,0.0581,0.0581
VIL021044,0.3072,0.4188,0.1115,0.1115
VIL021045,0.4807,0.5089,0.0282,0.0282
VIL021046,0.7344,0.6318,-0.1026,0.1026
VIL021047,0.4198,0.5097,0.0899,0.0899
VIL021048,0.4914,0.4552,-0.0362,0.0362
VIL021049,0.4757,0.5965,0.1209,0.1209
VIL021050,0.7167,0.7095,-0.0071,0.0071
VIL021051,0.6059,0.6068,0.0008,0.0008
VIL021052,0.6357,0.5676,-0.068,0.068
VIL021053,0.5477,0.5074,-0.0404,0.0404
VIL021054,0.3689,0.3092,-0.0597,0.0597
VIL021055,0.2801,0.3766,0.0966,0.0966
VIL021056,0.4507,0.467,0.0163,0.0163
VIL021057,0.4832,0.5964,0.1132,0.1132
VIL021058,0.596,0.7537,0.1577,0.1577
VIL021059,0.6583,0.6397,-0.0185,0.0185
VIL021060,0.3069,0.4132,0.1064,0.1064
VIL021061,0.5356,0.6016,0.066,0.066
VIL021062,0.7488,0.6768,-0.072,0.072
VIL021063,0.6581,0.7704,0.1123,0.1123
VIL021064,0.5849,0.6799,0.095,0.095
VIL021065,0.4075,0.505,0.0975,0.0975
VIL021066,0.3444,0.3325,-0.0119,0.0119
VIL021067,0.5028,0.6426,0.1399,0.1399
VIL021068,0.3448,0.2859,-0.0589,0.0589
VIL021069,0.2379,0.344,0.1061,0.1061
VIL021070,0.4966,0.3599,-0.1367,0.1367
VIL021071,0.4756,0.4976,0.0219,0.0219
VIL021072,0.5434,0.554,0.0106,0.0106
VIL021073,0.6434,0.6335,-0.0098,0.0098
VIL021074,0.6887,0.6859,-0.0028,0.0028
VIL021075,0.5988,0.5833,-0.0155,0.0155
VIL021076,0.229,0.3704,0.1414,0.1414
VIL021077,0.2121,0.2227,0.0106,0.0106
VIL021078,0.5959,0.597,0.0011,0.0011
VIL021079,0.6609,0.5522,-0.1088,0.1088
VIL021080,0.2459,0.3435,0.0976,0.0976
VIL021081,0.2278,0.2194,-0.0083,0.0083
VIL021082,0.3082,0.5301,0.2219,0.2219
VIL021083,0.7279,0.7227,-0.0052,0.0052
VIL021084,0.7433,0.8886,0.1452,0.1452
VIL021085,0.2866,0.2467,-0.0399,0.0399
VIL021086,0.3689,0.3771,0.0082,0.0082
VIL021087,0.6231,0.692,0.0689,0.0689
VIL021088,0.2395,0.2037,-0.0358,0.0358
VIL021089,0.4487,0.3831,-0.0656,0.0656
VIL021090,0.6126,0.64,0.0274,0.0274
VIL021091,0.4867,0.5052,0.0185,0.0185
VIL021092,0.2944,0.2538,-0.0406,0.0406
VIL021093,0.2951,0.4207,0.1256,0.1256
VIL021094,0.4625,0.4291,-0.0334,0.0334
VIL021095,0.6932,0.5956,-0.0976,0.0976
VIL021096,0.543,0.4267,-0.1163,0.1163
VIL021097,0.249,0.2005,-0.0484,0.0484
VIL021098,0.3454,0.4678,0.1224,0.1224
VIL021099,0.272,0.2563,-0.0156,0.0156
VIL021100,0.3474,0.4071,0.0596,0.0596
VIL021101,0.3759,0.4165,0.0406,0.0406
VIL021102,0.3203,0.3941,0.0738,0.0738
VIL021103,0.2647,0.1689,-0.0958,0.0958
VIL021104,0.5623,0.5877,0.0254,0.0254
VIL021105,0.5937,0.7562,0.1625,0.1625
VIL021106,0.6643,0.6828,0.0185,0.0185
VIL021107,0.5139,0.5311,0.0173,0.0173
VIL021108,0.2713,0.3741,0.1028,0.1028
VIL021109,0.3104,0.4016,0.0912,0.0912
VIL021110,0.6259,0.5486,-0.0774,0.0774
VIL021111,0.3618,0.2799,-0.082,0.082
VIL021112,0.2448,0.1676,-0.0772,0.0772
VIL021113,0.2972,0.3826,0.0854,0.0854
VIL021114,0.684,0.7502,0.0662,0.0662
VIL021115,0.5371,0.5059,-0.0312,0.0312
VIL021116,0.5189,0.6303,0.1114,0.1114
VIL021117,0.3906,0.5388,0.1482,0.1482
VIL021118,0.65,0.7755,0.1256,0.1256
VIL021119,0.298,0.2837,-0.0144,0.0144
VIL021120,0.7201,0.7916,0.0715,0.0715
VIL021121,0.6986,0.7349,0.0363,0.0363
VIL021122,0.4828,0.3287,-0.1541,0.1541
VIL021123,0.5799,0.6274,0.0475,0.0475
VIL021124,0.7285,0.8331,0.1046,0.1046
VIL021125,0.5937,0.5133,-0.0805,0.0805
VIL021126,0.667,0.5766,-0.0904,0.0904
VIL021127,0.3894,0.396,0.0067,0.0067
VIL021128,0.219,0.1883,-0.0307,0.0307
VIL021129,0.4615,0.4639,0.0024,0.0024
VIL021130,0.6223,0.5808,-0.0415,0.0415
VIL021131,0.5897,0.7237,0.134,0.134
VIL021132,0.6482,0.8584,0.2101,0.2101
VIL021133,0.4097,0.4147,0.005,0.005
VIL021134,0.6157,0.6257,0.01,0.01
VIL021135,0.6177,0.5035,-0.1141,0.1141
VIL021136,0.4435,0.3218,-0.1217,0.1217
VIL021137,0.252,0.2393,-0.0127,0.0127
VIL021138,0.4217,0.4011,-0.0206,0.0206
VIL021139,0.3305,0.444,0.1136,0.1136
VIL021140,0.5997,0.6006,0.001,0.001
VIL021141,0.538,0.6011,0.0631,0.0631
VIL021142,0.3018,0.2792,-0.0226,0.0226
VIL021143,0.5481,0.508,-0.0401,0.0401
VIL021144,0.2394,0.1413,-0.0981,0.0981
